id,set_name,img,text,gold_hate,gold_pc,gold_attack,pc,attack
24769,train,img/24769.png,and you get a chip implant ! and you get a chip implant!... everyone gets a chip implant!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
74839,train,img/74839.png,"when you've waited 40 years to be king, but your mother refuses to die",['not_hateful'],['pc_empty'],['attack_empty'],None,None
4132,train,img/04132.png,"dear ""dad"". i did it without you. love, the daughter you left behind",['not_hateful'],['pc_empty'],['attack_empty'],None,None
82947,train,img/82947.png,sure timmy i'll hold your mayo,['not_hateful'],['pc_empty'],['attack_empty'],None,None
72354,train,img/72354.png,this is my diary,['not_hateful'],['pc_empty'],['attack_empty'],None,None
78139,train,img/78139.png,i don't know what she's fixing but mine just broke,['not_hateful'],['pc_empty'],['attack_empty'],None,None
56928,train,img/56928.png,so you want me to yell maga and punch jussie smollet,['not_hateful'],['pc_empty'],['attack_empty'],None,None
97026,train,img/97026.png,i have a dream that one day my people will not act like animals,['not_hateful'],['pc_empty'],['attack_empty'],None,None
68472,train,img/68472.png,happy and stupid,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75036,train,img/75036.png,white kids be like i can't watch this,['not_hateful'],['pc_empty'],['attack_empty'],None,None
84179,train,img/84179.png,"what is girlfriend ....? addition of problems, subtraction of money multiplication of enemies ,division of friends",['not_hateful'],['pc_empty'],['attack_empty'],None,None
14783,train,img/14783.png,take that monkey shit off! you embarassin' us,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35860,train,img/35860.png,sacred cross? let me call my friend who's an expert in holy relics,['not_hateful'],['pc_empty'],['attack_empty'],None,None
72146,train,img/72146.png,here's to you obama! let's have a drink!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49583,train,img/49583.png,mamma! i am hungry!!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96435,train,img/96435.png,the look he gives you when you're the new sheik in town,['not_hateful'],['pc_empty'],['attack_empty'],None,None
9756,train,img/09756.png,daily activity log i got this,['not_hateful'],['pc_empty'],['attack_empty'],None,None
41502,train,img/41502.png,jihadi magazine's miss december,['not_hateful'],['pc_empty'],['attack_empty'],None,None
10329,train,img/10329.png,mom.. this horse smells funny!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
21650,train,img/21650.png,wearing an all black outfit is the new grey,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30251,train,img/30251.png,so i guess a handjob is out of the question,['not_hateful'],['pc_empty'],['attack_empty'],None,None
37096,train,img/37096.png,jamal lying andre lyons hakeem lyons,['not_hateful'],['pc_empty'],['attack_empty'],None,None
48291,train,img/48291.png,which one has tranny problem? '' those tranny problems,['not_hateful'],['pc_empty'],['attack_empty'],None,None
6319,train,img/06319.png,proof you don't have to fly a plane into a building to destroy a nation!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
98517,train,img/98517.png,at the isis strip club meanwhile,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50246,train,img/50246.png,my new boyfriend has dandruff you should give him head and shoulders how do you give shoulders?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
25780,train,img/25780.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
42078,train,img/42078.png,the father of christianity pagan sun-worship constantine,['not_hateful'],['pc_empty'],['attack_empty'],None,None
27156,train,img/27156.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
63910,train,img/63910.png,dude i'm joking grandma didn't use your pacifier as a butt plug,['not_hateful'],['pc_empty'],['attack_empty'],None,None
40529,train,img/40529.png,i won 1st place,['not_hateful'],['pc_empty'],['attack_empty'],None,None
39540,train,img/39540.png,four good reasons to re-elect trump,['not_hateful'],['pc_empty'],['attack_empty'],None,None
24607,train,img/24607.png,they found oil in australia but they already have democracy,['not_hateful'],['pc_empty'],['attack_empty'],None,None
80926,train,img/80926.png,hunger games he's winning,['not_hateful'],['pc_empty'],['attack_empty'],None,None
28436,train,img/28436.png,socialism. . ...people line up waiting for bread. capitalism.. ...bread is lined up waiting for people. see the difference,['not_hateful'],['pc_empty'],['attack_empty'],None,None
18594,train,img/18594.png,i heard you need a new partner,['not_hateful'],['pc_empty'],['attack_empty'],None,None
94625,train,img/94625.png,when you're the only one who doesn't bring a bottled water to hiking,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87946,train,img/87946.png,large big mac no ice,['not_hateful'],['pc_empty'],['attack_empty'],None,None
91083,train,img/91083.png,a muslim walks into a gay bar bartender: what will it be? muslim: free shots for everyone!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
2943,train,img/02943.png,hide and go seek champion july 6 1942 - august 4 1944,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87309,train,img/87309.png,"""what part of ""i didn't find shit"" do you libtards not understand? """,['not_hateful'],['pc_empty'],['attack_empty'],None,None
70285,train,img/70285.png,what doesn't kill you gives you a sick sense of humor miss t,['not_hateful'],['pc_empty'],['attack_empty'],None,None
84370,train,img/84370.png,ribbed condoms don't even taste like ribs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
25340,train,img/25340.png,we can kill as many as we want and your stupid government keeps bringing us in,['not_hateful'],['pc_empty'],['attack_empty'],None,None
4938,train,img/04938.png,hen your unvaccinated chi rvives 18 years but cides to kill himself you were the chosen one,['not_hateful'],['pc_empty'],['attack_empty'],None,None
79652,train,img/79652.png,when you start fingering yourself but your sister cums instead,['not_hateful'],['pc_empty'],['attack_empty'],None,None
36175,train,img/36175.png,oh look my new dishwasher arrived,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81764,train,img/81764.png,"tuesday, january 17, 2017 your legacy had less than 72 hours left and most of it could be undone with a pen and phone in less than 20 minutes",['not_hateful'],['pc_empty'],['attack_empty'],None,None
45370,train,img/45370.png,"i will find you and.. and what. my apologies, i have dialed the wrong number",['not_hateful'],['pc_empty'],['attack_empty'],None,None
67014,train,img/67014.png,"""if i'm indicted, i'll take half of dc with me."" actually, i'll be sending half of dc with you",['not_hateful'],['pc_empty'],['attack_empty'],None,None
35087,train,img/35087.png,i like my women like i like my subs 6 and 12,['not_hateful'],['pc_empty'],['attack_empty'],None,None
27895,train,img/27895.png,"""nevr forget"" - you said... we didn't forget and we are fighting this together",['not_hateful'],['pc_empty'],['attack_empty'],None,None
16039,train,img/16039.png,pakistanis when indian pages posts any posts,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49863,train,img/49863.png,calling white people racist is racism,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50167,train,img/50167.png,"when i interview for a job: do we get our resumes back or do you keep them? because i only have the one, and i have a chili recipe on the back that i really wanna keep",['not_hateful'],['pc_empty'],['attack_empty'],None,None
16048,train,img/16048.png,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",['not_hateful'],['pc_empty'],['attack_empty'],None,None
41962,train,img/41962.png,chevy guys be like we just got done muddin' ford guys be like we just got done muddin,['not_hateful'],['pc_empty'],['attack_empty'],None,None
85093,train,img/85093.png,how slaves were mistreated,['not_hateful'],['pc_empty'],['attack_empty'],None,None
20795,train,img/20795.png,we love your country its our best chance at success,['not_hateful'],['pc_empty'],['attack_empty'],None,None
39576,train,img/39576.png,that makes me moister than an oyster,['not_hateful'],['pc_empty'],['attack_empty'],None,None
38654,train,img/38654.png,how to make america great again,['not_hateful'],['pc_empty'],['attack_empty'],None,None
59602,train,img/59602.png,"suspect is a male wearing clothing, kinda looks like a mountain panda but i don't want to assume",['not_hateful'],['pc_empty'],['attack_empty'],None,None
42861,train,img/42861.png,if democrats really cared about election interference then why are they so against voter id laws?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93168,train,img/93168.png,my girlfriend is a porn star she is going to be so pissed off when she finds out,['not_hateful'],['pc_empty'],['attack_empty'],None,None
89726,train,img/89726.png,newl y released pictures of life after the green new deal,['not_hateful'],['pc_empty'],['attack_empty'],None,None
51269,train,img/51269.png,"when somebody ""waves"" at me in messenger the fuck you want?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
53096,train,img/53096.png,that makes me moister than an oyster,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49328,train,img/49328.png,i'm going to be real honest with you you should have washed this motherfucker before coming here,['not_hateful'],['pc_empty'],['attack_empty'],None,None
67241,train,img/67241.png,smile it's your birthday!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
85902,train,img/85902.png,"black peopple started wearing their pants low, white people called it ""saggin."" it has become a form of expression through fashion",['not_hateful'],['pc_empty'],['attack_empty'],None,None
9648,train,img/09648.png,damn michelle are you hungry?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
95267,train,img/95267.png,interracial dating somting like that,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93506,train,img/93506.png,today we are making vegetable soup,['not_hateful'],['pc_empty'],['attack_empty'],None,None
51293,train,img/51293.png,breakyourownnews.com live breaking news coca cola 2 released 21:33 ustad anwar rilis released,['not_hateful'],['pc_empty'],['attack_empty'],None,None
52863,train,img/52863.png,its cool were divorced but we will always be cousins,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96514,train,img/96514.png,got crap for brains??? make sure you wear your diaper,['not_hateful'],['pc_empty'],['attack_empty'],None,None
37945,train,img/37945.png,when she asks you to send a dick pic and your dick is in her mom's mouth,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87403,train,img/87403.png,"my buddy was telling me he cries during sex. i was like, you fuckin bitch. then i realized he's in prison",['not_hateful'],['pc_empty'],['attack_empty'],None,None
2631,train,img/02631.png,when your grandma sees you for the first time in a whole week he's so fucking big. me#irl,['not_hateful'],['pc_empty'],['attack_empty'],None,None
64593,train,img/64593.png,mr. wilson you have to take your pill with water you can't crush it up and snort it off my tits,['not_hateful'],['pc_empty'],['attack_empty'],None,None
31487,train,img/31487.png,when you accidently hit the bees nest outside,['not_hateful'],['pc_empty'],['attack_empty'],None,None
97250,train,img/97250.png,photo shooting day in office,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87392,train,img/87392.png,before he was a 'pow' he killed 120+ us crewmen unseal his records john mccain: american fraud uss forrestal fire july 29 1967 research it google & you tube,['not_hateful'],['pc_empty'],['attack_empty'],None,None
3861,train,img/03861.png,when you realize you fought on the wrong side during wwii,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50163,train,img/50163.png,this muslim guy is walking his goats,['not_hateful'],['pc_empty'],['attack_empty'],None,None
14067,train,img/14067.png,when i see my girlfriend at any time of the day doing anything at all you're breathtaking,['not_hateful'],['pc_empty'],['attack_empty'],None,None
12807,train,img/12807.png,bruce jenner's cat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
60374,train,img/60374.png,"i don' t always wag my tail, but when i do i try to hit everything i can with it",['not_hateful'],['pc_empty'],['attack_empty'],None,None
79605,train,img/79605.png,market day,['not_hateful'],['pc_empty'],['attack_empty'],None,None
16049,train,img/16049.png,after blowing on an n64 cartridge oh fuck put it back in!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
28561,train,img/28561.png,the truth is out! you're the greatest queen of them all!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
8276,train,img/08276.png,it's hard but it's worth it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87914,train,img/87914.png,when you're 15 and you're just now learning how to ride a bike,['not_hateful'],['pc_empty'],['attack_empty'],None,None
65283,train,img/65283.png,a mother speaking to her deaf child using sign language,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49271,train,img/49271.png,"238,000 veterans have died waiting for healthcare u.s. increases aid to israel to $4.5 billion/yr",['not_hateful'],['pc_empty'],['attack_empty'],None,None
69250,train,img/69250.png,"if you're easily offended and looking for a ""safe place"" my page ain't it. move along snowflake",['not_hateful'],['pc_empty'],['attack_empty'],None,None
51864,train,img/51864.png,mueller found no collusion dad we're democrats...we'll find another lie and i've told you please call me mom,['not_hateful'],['pc_empty'],['attack_empty'],None,None
41852,train,img/41852.png,stop illegal immigration call ice at 1-866-347-2423,['not_hateful'],['pc_empty'],['attack_empty'],None,None
56187,train,img/56187.png,how much did the holla cost?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
90286,train,img/90286.png,cereal in the bowl first or milk in the bowl first it really be like that,['not_hateful'],['pc_empty'],['attack_empty'],None,None
70841,train,img/70841.png,"as fbi director, i don't always overlook criminal activity but when i do.. it's because i found my suicide note while going through hillary's emails",['not_hateful'],['pc_empty'],['attack_empty'],None,None
57923,train,img/57923.png,not my president not my residents,['not_hateful'],['pc_empty'],['attack_empty'],None,None
39624,train,img/39624.png,first gay pride parade! can't wait! making history,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87634,train,img/87634.png,im long and strong and down to get my groove thing on,['not_hateful'],['pc_empty'],['attack_empty'],None,None
7481,train,img/07481.png,when you see your goat with another man,['not_hateful'],['pc_empty'],['attack_empty'],None,None
51249,train,img/51249.png,even michelle obama has her bad days,['not_hateful'],['pc_empty'],['attack_empty'],None,None
21048,train,img/21048.png,"beep! beep! i'm a milk truck go home, bessie. you're drunk",['not_hateful'],['pc_empty'],['attack_empty'],None,None
83571,train,img/83571.png,just got angry all over again thinking about how zola made unathi umsunu nationally. saying unoxolo is just a friend kodwa akana address akana bellas then how the fuck is she your friend the lies! the lies!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
74158,train,img/74158.png,mississippi wind chime,['not_hateful'],['pc_empty'],['attack_empty'],None,None
59708,train,img/59708.png,when you eat that ass and find out you're allergic to peanuts,['not_hateful'],['pc_empty'],['attack_empty'],None,None
7269,train,img/07269.png,this salad is so fresh it had to live with its aunty and uncle in bel air,['not_hateful'],['pc_empty'],['attack_empty'],None,None
45219,train,img/45219.png,love doesn't have a color,['not_hateful'],['pc_empty'],['attack_empty'],None,None
9642,train,img/09642.png,"pelosi slams trump after he gets mexico to cave, says ""threats & temper tantrums are no way to negotiate foreign policy..."" why is she so mad that trump got mexico to finally help us stop illegal immigration?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
53901,train,img/53901.png,farmville 1943 deluxe,['not_hateful'],['pc_empty'],['attack_empty'],None,None
94501,train,img/94501.png,that's a man baby!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
62934,train,img/62934.png,when you strive to be a real life picasso painting,['not_hateful'],['pc_empty'],['attack_empty'],None,None
37129,train,img/37129.png,me: puts bag of popcorn into the microwave every one else at the senior center:,['not_hateful'],['pc_empty'],['attack_empty'],None,None
52487,train,img/52487.png,the shot you never hear,['not_hateful'],['pc_empty'],['attack_empty'],None,None
47203,train,img/47203.png,mlk giving an inspirational speech,['not_hateful'],['pc_empty'],['attack_empty'],None,None
78406,train,img/78406.png,give a man an opportunity and he'll run with it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
57619,train,img/57619.png,"go to the winchester, have a pint and wait for this all to blow over",['not_hateful'],['pc_empty'],['attack_empty'],None,None
76152,train,img/76152.png,nothing brings more happiness to a shepard than his sheep,['not_hateful'],['pc_empty'],['attack_empty'],None,None
56921,train,img/56921.png,muslim strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
32168,train,img/32168.png,adding coolant when the farm equipment overheats,['not_hateful'],['pc_empty'],['attack_empty'],None,None
74563,train,img/74563.png,when she finally has your own month,['not_hateful'],['pc_empty'],['attack_empty'],None,None
31024,train,img/31024.png,what we are doing to lgbtq is not right we should give them love,['not_hateful'],['pc_empty'],['attack_empty'],None,None
32947,train,img/32947.png,if you hear people from my past speak of me keep in mind they are speaking of a person they don't even know anymore,['not_hateful'],['pc_empty'],['attack_empty'],None,None
56987,train,img/56987.png,"stupid people, she was elected to help not to demise",['not_hateful'],['pc_empty'],['attack_empty'],None,None
82765,train,img/82765.png,jewish men supporting a politician on views that are important to them,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49682,train,img/49682.png,muslim men :thinking about jannah,['not_hateful'],['pc_empty'],['attack_empty'],None,None
23415,train,img/23415.png,your purchase of $19.99 comes to $21.36 after theft,['not_hateful'],['pc_empty'],['attack_empty'],None,None
38029,train,img/38029.png,loading the dishwasher in the back solid move,['not_hateful'],['pc_empty'],['attack_empty'],None,None
12956,train,img/12956.png,when you find out your neighbors stole your goats,['not_hateful'],['pc_empty'],['attack_empty'],None,None
47591,train,img/47591.png,you see this pig? it's called muhammad,['not_hateful'],['pc_empty'],['attack_empty'],None,None
45023,train,img/45023.png,my wife's sister tried to kill me yesterday... what kind of sick bitch puts chloroform on her dirty panties?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
62851,train,img/62851.png,"i need all stolen, funny & offensive memes posted right here.. expeditiously!!!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
69035,train,img/69035.png,"hello dispatch, white folks are celebrating killing other white folks for land that ain't theirs",['not_hateful'],['pc_empty'],['attack_empty'],None,None
18432,train,img/18432.png,when the whole squad shows up to the pilgrimage,['not_hateful'],['pc_empty'],['attack_empty'],None,None
21348,train,img/21348.png,wanna go masturbate? fuck yeah! masturbating!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
71358,train,img/71358.png,"""nobody is trying to take your guns!"" ""we only want to make you register them, restrict transfers, ban certain guns, limit magazine capacity, prohibit carrying them, ban or limit ammo, make other arbitrary laws, and, if we catch you violating any of these made-up rules, throw you in prison.... at which point we will take your guns!""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
14650,train,img/14650.png,when someone asks to be my friend,['not_hateful'],['pc_empty'],['attack_empty'],None,None
34207,train,img/34207.png,game of throne team are thinking about building a documentary about hitler,['not_hateful'],['pc_empty'],['attack_empty'],None,None
76142,train,img/76142.png,"you're dating somebody's ex. somebody is dating you're ex your ex is getting somebody's ex. in this life, we are all x-men",['not_hateful'],['pc_empty'],['attack_empty'],None,None
15936,train,img/15936.png,here to collect my reparations check,['not_hateful'],['pc_empty'],['attack_empty'],None,None
97403,train,img/97403.png,my shirt is so tight it barely fits,['not_hateful'],['pc_empty'],['attack_empty'],None,None
58947,train,img/58947.png,dumb and happy,['not_hateful'],['pc_empty'],['attack_empty'],None,None
53274,train,img/53274.png,"nasa employees after stealing the moon be like ""boys will be boys""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
18507,train,img/18507.png,i pray to our lord and saviour to bless this melon,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50492,train,img/50492.png,"you mad? yeah, you're mad",['not_hateful'],['pc_empty'],['attack_empty'],None,None
52706,train,img/52706.png,current mood i'll beat a motherfucker.... with another motherfucker!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
10759,train,img/10759.png,"also, my best friend emma says: fuck off forever and ever",['not_hateful'],['pc_empty'],['attack_empty'],None,None
38956,train,img/38956.png,look at what i just built with all the sand that fell out of your vagina,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1256,train,img/01256.png,when your debit card decline at the abortion clinic and they have to put the baby back in,['not_hateful'],['pc_empty'],['attack_empty'],None,None
54018,train,img/54018.png,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",['not_hateful'],['pc_empty'],['attack_empty'],None,None
49671,train,img/49671.png,"""you bro ask the c.o. why he ain't pop my door""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
89465,train,img/89465.png,like if you see the issue. don't give it away can you see it?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30465,train,img/30465.png,when a stranger suddenly helps you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
21598,train,img/21598.png,when the muslim kids in your class start hanging out with you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
13548,train,img/13548.png,basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30682,train,img/30682.png,ah the young they grow up so quickly,['not_hateful'],['pc_empty'],['attack_empty'],None,None
37642,train,img/37642.png,seriously mate.. what's the fuckin point?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
61825,train,img/61825.png,i did the math we cant afford the cat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
16720,train,img/16720.png,"my birthday is close, i am excited",['not_hateful'],['pc_empty'],['attack_empty'],None,None
87619,train,img/87619.png,tap and say amen! if jesus has blessed you today,['not_hateful'],['pc_empty'],['attack_empty'],None,None
25438,train,img/25438.png,love old trucks think everyone should have one,['not_hateful'],['pc_empty'],['attack_empty'],None,None
35674,train,img/35674.png,you don't have to be lonely at trump haters.com,['not_hateful'],['pc_empty'],['attack_empty'],None,None
14260,train,img/14260.png,when you step on a lego on your front porch,['not_hateful'],['pc_empty'],['attack_empty'],None,None
54016,train,img/54016.png,"i'm getting too old for fighting and arguing if we have a problem, i'll tell you whats up either we fix it and move on or stop fucking with each other and move on fuck all thatextra shit",['not_hateful'],['pc_empty'],['attack_empty'],None,None
86597,train,img/86597.png,a group of baboons is called a congress it's all clear to me now,['not_hateful'],['pc_empty'],['attack_empty'],None,None
84709,train,img/84709.png,best polish removers,['not_hateful'],['pc_empty'],['attack_empty'],None,None
14296,train,img/14296.png,"what part of ""i didn't find shit"" liberals do you not understand?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
49075,train,img/49075.png,"you can't run through a camp ground you can only ran, because it's past tents",['not_hateful'],['pc_empty'],['attack_empty'],None,None
7389,train,img/07389.png,will you tell the cat bullying is not okay?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
20718,train,img/20718.png,how can this be allowed a free home and benefits? when this man was allowed to die on the streets after serving this country,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75839,train,img/75839.png,friendship is for everyone,['not_hateful'],['pc_empty'],['attack_empty'],None,None
3718,train,img/03718.png,baaaa-utiful,['not_hateful'],['pc_empty'],['attack_empty'],None,None
36571,train,img/36571.png,"mexicans hugging and kissing walls and fences, to show their love for border controls",['not_hateful'],['pc_empty'],['attack_empty'],None,None
15420,train,img/15420.png,"actually no, my post wasn't about you but if the shoe fits, feel free to lace that bitch up & wear it",['not_hateful'],['pc_empty'],['attack_empty'],None,None
28546,train,img/28546.png,when your fridge is full but you don't know what to eat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
62854,train,img/62854.png,turn up for what,['not_hateful'],['pc_empty'],['attack_empty'],None,None
5847,train,img/05847.png,when they ask for fire extinguisher and you reply i don't smoke,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96307,train,img/96307.png,"ben was born without eyelids so they circumcised him and used the skin the operation was a success, he's just a little cockeyed!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
52108,train,img/52108.png,thirsty much ?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
57608,train,img/57608.png,oh god i did it again,['not_hateful'],['pc_empty'],['attack_empty'],None,None
74953,train,img/74953.png,the cowboys are the best! i mean the best!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
97258,train,img/97258.png,"hi, i'm nate i'm a lesbian in recovery",['not_hateful'],['pc_empty'],['attack_empty'],None,None
59321,train,img/59321.png,banned guns in 1935 then killed 65 million unarmed people,['not_hateful'],['pc_empty'],['attack_empty'],None,None
12063,train,img/12063.png,when your goat tells you oh no! she ain't on the pill,['not_hateful'],['pc_empty'],['attack_empty'],None,None
59248,train,img/59248.png,"those primaries got rigged for hillary and then, for no particular reason at all a journalist got himself charged a dnc staffer got himself shot and them democrats started blaming russia... and just like that everyone forgot about the dnc rigging them primaries",['not_hateful'],['pc_empty'],['attack_empty'],None,None
61834,train,img/61834.png,trump can't swing it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
30456,train,img/30456.png,all you motherfuckers love a petty offensive page until that same petty page offends your mother fucking ass,['not_hateful'],['pc_empty'],['attack_empty'],None,None
89507,train,img/89507.png,you're telling me i can't bring peanut butter to school but you can bring measles??,['not_hateful'],['pc_empty'],['attack_empty'],None,None
36179,train,img/36179.png,"you thought hillary was in the clear? oh cupcake, have i got a surprise for you!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
14072,train,img/14072.png,"during sex i suddenly stopped and didnt move she: ""what are you doing?"" me: ""hush bitch, i seen this on pornhub, its called buffering",['not_hateful'],['pc_empty'],['attack_empty'],None,None
27913,train,img/27913.png,a boner is like a thumbs up from your balls to whatever you're thinking about,['not_hateful'],['pc_empty'],['attack_empty'],None,None
7268,train,img/07268.png,middle eastern prostitute,['not_hateful'],['pc_empty'],['attack_empty'],None,None
18790,train,img/18790.png,your disability is not an obstacle,['not_hateful'],['pc_empty'],['attack_empty'],None,None
72145,train,img/72145.png,baboons and monkeys everywhere this is really a zoo,['not_hateful'],['pc_empty'],['attack_empty'],None,None
86947,train,img/86947.png,you'd be angry too if you just found out your goat was cheating on you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
8372,train,img/08372.png,wave hello make someone smile,['not_hateful'],['pc_empty'],['attack_empty'],None,None
79850,train,img/79850.png,it's called a joke we used to tell them before people became offended by everything.,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75941,train,img/75941.png,how much did that haircut cost,['not_hateful'],['pc_empty'],['attack_empty'],None,None
17459,train,img/17459.png,"""if that fuckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016",['not_hateful'],['pc_empty'],['attack_empty'],None,None
74956,train,img/74956.png,show me an american ghetto and i'll show you a place where democrats are in power,['not_hateful'],['pc_empty'],['attack_empty'],None,None
4923,train,img/04923.png,beergasm that moment when you take your first sip of beer after a long day,['not_hateful'],['pc_empty'],['attack_empty'],None,None
59832,train,img/59832.png,how black people became christians,['not_hateful'],['pc_empty'],['attack_empty'],None,None
7912,train,img/07912.png,european rats in the 15th century i'm about to end man,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96857,train,img/96857.png,don't stare to long you might laugh,['not_hateful'],['pc_empty'],['attack_empty'],None,None
4768,train,img/04768.png,really? eating pork is gross but marriage to a minor isn't?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
45687,train,img/45687.png,armed patrols on the streets,['not_hateful'],['pc_empty'],['attack_empty'],None,None
49802,train,img/49802.png,"fuck, my mom is gonna kill me fuck, my mom is gonna kill me",['not_hateful'],['pc_empty'],['attack_empty'],None,None
10478,train,img/10478.png,house of pedophile,['not_hateful'],['pc_empty'],['attack_empty'],None,None
60398,train,img/60398.png,i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote,['not_hateful'],['pc_empty'],['attack_empty'],None,None
86391,train,img/86391.png,send me location,['not_hateful'],['pc_empty'],['attack_empty'],None,None
40239,train,img/40239.png,now that the russia collusion myth is over are you ready for the counter punch?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
57198,train,img/57198.png,"""damn, that ass!"" even the horse is like",['not_hateful'],['pc_empty'],['attack_empty'],None,None
41908,train,img/41908.png,72 dead in syrian chemical attack ha... rookie numbers,['not_hateful'],['pc_empty'],['attack_empty'],None,None
90534,train,img/90534.png,-inahales deeply- there are some good memes to harvest today,['not_hateful'],['pc_empty'],['attack_empty'],None,None
24069,train,img/24069.png,how you gotta treat girls with smart mouths,['not_hateful'],['pc_empty'],['attack_empty'],None,None
38046,train,img/38046.png,"to see better, aisians sometime switch to fullscreen veiw",['not_hateful'],['pc_empty'],['attack_empty'],None,None
49126,train,img/49126.png,if you see this you might be in the country,['not_hateful'],['pc_empty'],['attack_empty'],None,None
4217,train,img/04217.png,have a coke and a smile. regen: always coca cola coke adds life. ma: nevermore coca cola,['not_hateful'],['pc_empty'],['attack_empty'],None,None
57249,train,img/57249.png,a sheik business man wearing his tradition thawb,['not_hateful'],['pc_empty'],['attack_empty'],None,None
34075,train,img/34075.png,next time you complain about being hungry just remember it could be worse,['not_hateful'],['pc_empty'],['attack_empty'],None,None
1694,train,img/01694.png,which one should we butcher first,['not_hateful'],['pc_empty'],['attack_empty'],None,None
67180,train,img/67180.png,ilhan omar sporting her beautiful purple hijab,['not_hateful'],['pc_empty'],['attack_empty'],None,None
